gene_id	gene_name	S6_F_DMSO_REP1	S6_F_DMSO_REP2	S6_F_DMSO_REP3	S6_F_TDO2_REP1	S6_F_TDO2_REP2	S6_F_TDO2_REP3	S6_M_DMSO_REP1	S6_M_DMSO_REP2	S6_M_DMSO_REP3	S6_M_TDO2_REP1	S6_M_TDO2_REP2	S6_M_TDO2_REP3	WT_F_DMSO_REP1	WT_F_DMSO_REP2	WT_F_DMSO_REP3	WT_F_TDO2_REP1	WT_F_TDO2_REP2	WT_F_TDO2_REP3	WT_M_DMSO_REP1	WT_M_DMSO_REP2	WT_M_DMSO_REP3	WT_M_TDO2_REP1	WT_M_TDO2_REP2	WT_M_TDO2_REP3
FBgn0034502	CG13871	22	14.223	13.027	11	8.494	13.017	17.071	10.515	11.023	14.076	44.994	14.038	16.001	19.746	14.007	12.008	9	5	26.496	23.136	13	13.053	8.024	14.115
FBgn0034503	MED8	330.349	257.405	318.062	379	294.274	221.26	84.407	120.94	89	330.199	340.413	303.028	261.352	478	337	272.052	200	299.994	346.307	363.765	354	352.277	290	266.096
FBgn0034504	CG8929	2170.018	1803.819	2911.453	2677.343	2440.612	2174.762	548.007	769.757	840.525	2818.351	3362.713	2750.624	1700.033	3430.231	2114.994	2149.725	1889.96	2009.616	3109.38	3115.393	3089.244	2824.09	4046.2	2933.676
FBgn0034505	CG16739	14.832	19.624	19	15.325	24	17	7.218	8	8.758	18.738	13.302	26.013	8.002	26.001	18.999	19.004	8.097	10.02	38.092	27.547	38.849	28	29	32
FBgn0034506	CG13870	24.055	13.001	17.095	76.802	17.016	10.148	329859.874	189698.392	116989.558	1866.813	35.221	531.309	145.536	111.316	17.002	25.04	442.663	98.452	30.399	33.208	2018.822	1953.698	1024.348	1403.036
FBgn0034507	CG11192	2.203	11	11.868	10.283	5.675	10	4.022	12	5	2.004	19	8	7	6.01	4.084	4.207	8	6	17.169	18.095	7.037	6.631	3	6
FBgn0034509	Obp57c	1629	1433	1642.995	894	1329	1000	188	94.013	289	2102	1407	1808	807	2598	1751.307	1126.721	940	415.303	1356	1222.943	1780	2239	874	972
FBgn0034510	CG13426	1	2	2	0	7.1	6	0	2	3	4.999	3	3	2.098	0	2	2	1	0	4	1	2.001	1	2	4
FBgn0034511	GNBP-like3	1071	588.659	992.361	1077	1042.014	554	97	2739	73	708	389.314	1175	723	412	923	2336	662.001	1078.209	752	1311.996	1098.928	859	1098	551
FBgn0034512	Bbd	24823.756	17500.128	29048.002	32170.973	48144.923	14070.752	3337	11942.268	2870	16936.17	10343.727	16926	28755	9196.401	22004.987	49951.999	34229.001	25305	16893	19050.558	18967	16401.346	27341	9435
FBgn0034513	CG13423	16.118	19	19.449	16.069	21.207	12.006	13.993	14	7.243	13	25.788	15	14.043	7	14.779	8.001	8.897	13.029	35.002	30.001	13.64	18	14.004	16.008
FBgn0034514	CG13427	5	2.768	1	1	4.171	10	2.917	3	2	3	7.006	2	7	2	2	1	4	2	3	4	5.016	5	2.186	0
FBgn0034515	CG13428	1.684	3	4	1	0	0	3	3	2	164.657	5.077	3	4	3	6	2.803	2.195	3	7	12	4	4	4	3
FBgn0034517	Cpr57A	348	401	460.93	275.422	453	279.154	105.907	108	168	339.511	540.587	407.563	249.929	714	368.614	315.326	877.436	220.984	423	299.004	392.655	477.994	435	310
FBgn0034518	CG13430	0	545.99	0	0	83.847	586.449	0	263.627	0	850.795	414.323	856.66	395.308	409.552	0	543.007	964.009	0	277.695	576.907	539.311	803.972	129.475	293.31
FBgn0034519	BORCS7	528.31	0	752.398	628.223	570.583	0	148.995	0	252.806	0	440.236	0	0	819.269	602.382	0	0	525.829	659.179	275.863	326.97	0	701.525	449.689
FBgn0034520	lms	44.282	56.173	64.686	52.063	66.655	62.532	27.582	33.883	35.777	84.664	122.538	91.915	26.66	88.421	36.203	40.544	42.62	46.593	71.421	84.85	79.324	87.108	51.668	80.314
FBgn0034521	Mgat1	1058.52	884.256	1261.14	1261.742	1204.802	933.634	204.474	379.432	410.968	1372.489	1231.585	1123.203	669.712	1580.029	1021.269	851.403	794.054	903.445	1364.865	1698.079	1413.509	1140.301	1085.316	1171.693
FBgn0034523	Nnf1a	43.011	43.006	57.986	29.987	46.002	36	20.921	26.003	27.378	66.035	71.902	53.491	30.001	44.615	34.08	31	27.036	17.004	48.006	45.009	51.002	46.009	48.002	36.028
FBgn0034527	CG9945	589.765	602.261	824.894	827.917	777.998	607.839	231.801	270.994	263.978	899.999	857.513	891.005	604.041	1122.659	752.742	562.742	632.169	664.391	1000.878	941.306	869.238	738.986	753.8	694.96
FBgn0034528	CG11180	302.41	253.464	235.64	343.509	290.016	235.18	46.683	78.587	96.017	239.001	337.491	264.894	232.455	335.115	392.179	285.792	235	438.405	514.66	478.349	409.999	276.011	122	205.037
FBgn0034529	FAM21	1066.88	910.22	1283.747	1296.659	1261.294	946.841	249.751	435.061	434.729	1467.27	1466.146	1372.406	771.641	1777.494	1002.97	928.891	1544.677	949.022	1435.623	1512.971	1379.365	1235.582	1226.128	1154.681
FBgn0034530	Rcd6	223.729	208.011	251.873	194.812	308.429	201.954	77.996	133.4	142.296	254	250.642	266.247	138.178	236.943	184.109	170.657	186	126.002	332.68	275.477	270.022	217.471	353.597	259.848
FBgn0034532	CG13436	93.747	66.025	116.053	133.316	104.343	98	73.004	137.487	163.278	108	144.528	70.094	57.852	113.93	100.265	64.999	53.604	58.867	124.385	117.351	158.008	99.258	80.74	89.87
FBgn0034534	maf-S	909	892.349	1169.083	1224.704	990	740	178.995	303	311.064	1081	1114.704	998.132	893	1577	1158	966.505	872.857	941.907	1221	1237	1212	1210	978	818
FBgn0034535	CG11110	161.706	122	204.447	165.576	142.64	203.404	41.347	91.905	69	176.033	192.992	201.296	103.433	643.341	152.001	193	121.063	164	227.003	219.474	216.337	246.78	223.303	160
FBgn0034537	DMAP1	530.545	470.12	644.209	658.998	579.961	472.995	116.086	211	212.269	648.003	748.305	613.398	450.276	920.338	607.754	485.254	405	527.034	742.65	733.713	740.054	605.415	547.45	551.942
FBgn0034538	CG16799	303.961	285	261.162	493	458.999	319.99	29	48.694	60.103	187	142.169	153.313	456.001	188.952	700.032	620.208	1180	728	307.993	305.132	278.483	268	154	267.984
FBgn0034539	CG11159	11	5	7.072	9.117	8	5	5	4	3	3	17.088	9	3	5	3.053	5	10.589	2	3.01	7.176	9.998	10	6.96	6.429
FBgn0034540	Lrt	334.058	336.868	416.779	376.167	376.33	379.268	186.788	351.351	379.22	306.055	627.093	323.189	397.985	866.268	461.001	463.257	396.402	355.225	662.447	594.002	441.655	548.586	488.16	388.71
FBgn0034541	CG13437	23.385	13.005	16.101	16.558	19.927	16	15.004	15.171	13	23.035	48.002	31.822	13.12	20.001	18.225	14.214	17.997	12	11.819	23.319	22.462	17.001	18.002	12.479
FBgn0034542	Fem-1	2075.25	1993.792	2417.874	2664.994	2455.035	1498.979	590.453	881.478	901	2458.06	2680.609	2421.067	2433.994	2865.702	2792.879	2184.887	2398.357	1574.438	3099.132	2343.035	2525.479	2584.619	2766.931	2498.082
FBgn0034543	galla-1	717.833	572.074	818.224	858.234	721.519	667.023	128.665	217.423	203.162	773.527	668.742	656.902	701.686	803.613	920.849	803.28	651.316	746.715	731.021	792.637	756.459	685.658	595.231	567.651
FBgn0034545	CG13438	12	4	13	10.159	17.158	11	8.998	3.175	7	5	16.166	6.875	11.986	8.708	6.998	9.996	3	8.235	12.984	20.458	9.49	6.985	7.974	7
FBgn0034546	CG13442	33	28.256	40	36.001	48.994	40.071	20.118	33.003	25	39.01	67.032	42.656	30.229	50.461	39	33	391.062	26.028	65.284	67.028	42.007	32.948	60.001	49.012
FBgn0034548	CG13443	8	8.001	6	5	9	5	7.409	4.999	12	7.893	34.005	6.056	9	10.314	23	7.971	6.001	12.997	21.035	20.72	15.59	9.052	5	11.052
FBgn0034551	CG15225	12.91	17	10.001	9.869	7	8	6.155	10.001	11.107	8.906	15.999	5	16.161	16.46	15.008	16	5	4	18	19.023	15.31	16.06	7.132	4.281
FBgn0034552	CG17999	6.027	5.985	12	3	4.359	6.291	4.178	6.124	3.256	11.481	20.442	6.741	7.338	7.01	8.994	10.718	5.154	6	22.015	10.13	9.988	8.458	2.001	6.932
FBgn0034553	CG9993	9.067	14.075	11.032	2	14.069	18.483	6.001	9	9.003	7.457	27.414	9.019	10	9.997	6.985	12.292	10.467	8.062	20.65	15.047	17.014	9.045	11.082	10.406
FBgn0034554	CAH14	1.001	12	4	7	15.045	31.901	4.785	7	1.991	8	17.424	10.6	6	17.139	6.073	17.903	813.488	4.769	16.067	13.914	9	10.356	3	2.983
FBgn0034558	Cib2	101	55	101	80	87	90.946	27.767	19.067	33	40.059	94.073	121	37	84.024	52.234	37.144	26.369	36	122.688	86	78.999	72	60.075	67
FBgn0034560	CAH15	2	6	1.064	0	6	1.001	2	7	1.955	2	10.232	4	4	3	4	3	7	5	6	12.991	3.024	6	4	3
FBgn0034563	CG15649	6.12	8	12.422	10.883	9.118	8	47	21	16	12	13	5.634	8	11	8	4	9	10	12	15.042	10	10	6	17
FBgn0034564	CG9344	94	86.068	114	106	113.571	71	19	34.397	19.641	100	122.996	106	38	82	57.911	35	60	84	90	55.391	89	57	66.359	68
FBgn0034565	CG15650	15.024	56	20.927	15.343	22.001	14	9.999	32.081	16.988	16	39.062	18.292	11.999	16	14	12.073	10.283	11.892	9.007	23.004	10.999	11	21.001	10.012
FBgn0034566	CG9313	27.662	53.808	51.009	62.511	51.456	40.762	24.975	44.913	27.039	69.619	104.596	43.501	27.624	38.336	24.414	41.112	27.195	31.499	50.468	114.574	86.037	41.705	100.028	36.263
FBgn0034567	CG15651	513.578	500.689	665.25	691.702	691.225	571.689	188.132	326.938	295.036	942.073	1142.164	877.256	408.037	1161.113	551.594	485.472	483.352	516.81	1001.403	1056.089	1128.703	983.478	1062.974	876.413
FBgn0034568	CG3216	20.578	38.352	26.091	22.036	29.278	38.113	22.139	27.877	22.049	21.053	66.373	27.051	22.35	45.096	43.538	26.799	36.95	19.002	42.411	46.179	30.306	29.674	30.007	21.492
FBgn0034569	dgt3	50.97	46.809	59.963	53.212	54.046	39	68.668	71.835	50	49.999	61.994	54.941	34.001	89.926	54.996	45	45	36.028	104.038	93.8	87.4	78.081	70	69.006
FBgn0034570	CG10543	4642.75	3841.54	5420.765	5559.831	5472.094	4165.241	1555.863	1885.086	1986.777	5929.706	6179.682	5254.845	3443.949	6660.191	3818.329	4677.881	5596.595	3668.63	7080.242	6445.967	6216.091	5134.132	6567.613	5536.979
FBgn0034572	CG9346	949.629	848.207	1205.058	1149.008	995.993	779	274.294	434.99	440.372	1156.639	1226.548	1051.027	729.056	1366.539	1059.065	821.862	739.044	846.024	1183.171	1157.459	1140.196	982.787	1030.103	885.862
FBgn0034573	Sou	1368.949	1306.224	1816.469	1886.909	1602.951	1050.605	336	482.844	507.122	1281	1467.048	1298.995	1804.496	1530.982	1850.683	1465	1210	1203.145	1524.619	1322.256	1597.942	1565	1674.339	1193
FBgn0034576	ND-B14.7	1983.98	1715.874	2588	2227.079	2219	1694	430	627.575	540.685	1857.97	1802.378	1828.108	2117.996	2657.867	2697	2352.006	1347	2316	2314	2282.292	2247.512	2482	3101	1953
FBgn0034577	cpa	1353	1367.493	1666.685	1642.296	1615.028	1092.809	394.165	599.127	567	1752.024	1760.707	1650	936	1945.362	1264.029	1099	1085.396	1125.824	1681.416	1793.977	1534.985	1529	1385.998	1347.865
FBgn0034578	CG15653	26	17	46.026	38.003	35	24	13.093	16.012	9.097	37.008	41	41	33.98	62.605	22.13	23.382	24.08	37	46	49	55.019	48	38	29
FBgn0034579	mRpL54	119.999	88.124	142.994	116	148	111	26	37	41.996	136.976	122.61	135	116.678	243	157	143	127	136.625	220	222.957	211.801	214.407	137	118
FBgn0034580	Cht8	23.019	19	20.002	19	35.031	19	12.992	24.898	27.375	37.994	47.165	31.043	8	29.003	10.997	10	8.007	14	19.201	26.025	25.702	25.238	17.996	14.029
FBgn0034582	Cht9	90.983	53.782	83.823	57.389	90.087	80.363	24.895	27.998	37.951	59.72	69.948	79.318	11.998	456.172	9.87	23.623	5.545	19.012	57.48	28.156	43.421	104.12	16.991	46.415
FBgn0034583	CG10527	4546.136	4013.819	4981.975	5125.684	5472.378	3281.628	973.1	1709.905	1250.932	5321.753	5070.797	4500.188	2841.654	6841.309	3239.383	3080.465	1727.121	3249.607	5179.724	4837.936	4304.229	4345.016	5589.258	3419.804
FBgn0034585	Rbpn-5	991.685	931.617	1200.436	1047.994	1065.83	758.549	173.888	326.718	340.586	1132.433	1217.891	1205.633	737.964	1652.908	1000.043	871.862	878.808	920.936	1323.101	1356.156	1301.722	1082.519	821.127	963.128
FBgn0034588	CG9394	2820.637	2849.805	3496.835	3976.685	2805.552	2303.673	3990.652	5622.129	6860.403	3577.834	3783.174	2497.443	1587.809	4699.435	2091.044	1801.959	1251.858	1622	2722.977	2627.043	2510.977	2317.462	2396.989	2233.321
FBgn0034590	Magi	1092.742	894.786	1114.183	1213.041	1276.18	990.51	293.18	500.277	460.747	1336.289	1417.378	1152.94	864.994	1883.434	1076.812	1118.117	1135.18	987.974	1581.322	1275.025	1300.65	1526.177	2048.974	1310.746
FBgn0034592	CG9406	8	5	12	2	15	2	8	8	4	6	11.017	15	3	3	3	9	0	4.23	8.965	47.015	45.451	11	6	1
FBgn0034595	CG15657	62	24	20	32.05	21	25	14	47.006	18	28	47.16	43	17.034	47.02	18	22	30.006	19.071	47.017	22.016	30	29.035	44	34.053
FBgn0034598	CG4266	2468.782	2405.064	3274.441	2980.6	2957.149	2211.116	7306.642	6500.741	4681.823	3386.461	3523.299	3293.103	1823.044	3827.228	2409.444	2250.003	3300.784	2314.894	3300.996	3332.791	3432.896	3021.811	3228.573	2884.56
FBgn0034599	hng1	204	178.556	202.001	232	210.082	168.832	37	77.221	79	216	275.839	226.039	157.292	365.976	235.694	171.144	130.046	180.039	296.509	314.978	300.977	240.313	189	219
FBgn0034601	CG4286	7.985	8.633	3	8.004	6	5.352	4.086	4	5	11	18.1	8	4.042	11.018	4.978	6.016	4	7	6.149	13.748	3.979	6	11	7
FBgn0034602	Lapsyn	620	422.497	620	693	693.256	416.379	79.064	146.245	129	364.413	325.818	462.436	820.418	405	622	678.097	284.724	557.012	502.67	614.334	622.137	577.014	467.007	488.697
FBgn0034605	Ugt49C1	1466.955	1175	1778.954	1913.533	1736.933	1414.941	309.686	390.982	376.26	1149.002	1090.641	1028.688	1520.808	1322.009	2470.203	2127.601	1237.251	2129.627	1321.969	1270.08	1606.848	1261.603	1385.198	1065.006
FBgn0034606	ASPP	2387.79	2284.202	3111.288	2727.575	2818.52	2356.433	15183.525	9225.483	6120.36	3354.236	3397.527	2960.716	1767.01	4674.262	2007.48	2159.277	1640.286	1886.772	3255.762	3321.653	3403.696	2966.085	3988.009	3063.327
FBgn0034611	MFS16	1297.483	1197.714	1495.011	1915.161	1634.456	1129.923	252.844	543.796	453.907	1055.391	1115.883	1032.929	1320.917	1603.166	1771.951	1528.326	1107.873	1559.936	1069.952	1169.979	1096.913	905.986	905.922	781.787
FBgn0034612	CG10505	98.207	82.818	153.933	127.819	148.009	180.342	43.265	59.577	62.919	103.468	141.178	107.277	89.593	146.838	140.226	89.76	144.701	103.005	168.212	179.809	124.592	135.197	90.324	97.153
FBgn0034614	CG9752	25.026	21	35.998	34	43.004	26.527	16.004	14.302	19	32.103	49.129	33.049	32.063	49.031	46.005	19.136	46.004	31	58.924	46	49	51.846	31.133	36.001
FBgn0034617	Panx	231.281	218.159	282.99	303.096	266.004	218.289	80.209	123.756	105.287	344.009	338.409	331	185.001	388.167	263.87	245.851	188.672	212.041	374.815	376.372	346.459	308.527	234.015	252.266
FBgn0034618	CG9485	9892.799	5942.484	9871.151	5202.372	5325.314	6869.012	2404.124	7143.602	6199.108	7944.018	6418.476	10559.441	2802.357	3948.109	3356.017	2802.663	3897.685	3526.513	7505.921	5836.251	5534.927	7074.214	7759.825	6040.4
FBgn0034622	BBS9	79.143	114.068	114.059	114.988	108.131	71.093	36.007	65.716	70.308	176.798	204.396	138.921	70.566	119.466	75.136	126.268	54.24	87.937	179.379	195.182	175.988	121.11	100	99.936
FBgn0034623	CG9822	7	9.023	9.003	4.001	8	1	5.068	9	3	6.996	6.68	8	5	5	8	5.98	9	7.988	12.221	24.986	5.998	4	4	6.001
FBgn0034624	CG17974	4	12	10	7.233	9	10	12.923	8	6	4.237	11.15	8	9.034	37	20	12	7	2	30.063	33	19.904	32.984	16	43
FBgn0034626	bisc	291.388	311.276	392.011	372.466	358.001	307.951	84.382	156.397	117.643	411.44	403.15	321.425	259.627	510	378.53	310.002	244.929	274.854	490.684	464.274	445.713	399	466	353
FBgn0034627	eEFSec	81	118.656	122.285	123.252	103.746	119.78	1595.845	4833.917	3730.855	161.699	118.023	114.229	97.801	140.036	159.274	112.936	86	129.253	98.806	127.275	189.054	148.217	108	113.223
FBgn0034628	Acox57D-p	1741.894	1382.986	1493.158	2098.635	1615.624	1232.097	255.975	532.92	394.112	1115.132	785.736	926.936	2602.832	692.058	2334.219	1893.053	847.318	2017.664	1473.761	1413.534	1495.718	1564.825	1374.151	1033.377
FBgn0034629	Acox57D-d	1370	667.046	769.048	1033	977.81	838.018	53.58	85	81.823	136.963	154.969	189.799	590.999	164.745	1174.001	886.27	618.998	1408.995	202.185	474.484	272.008	296.944	253.503	202.923
FBgn0034631	TAF1C-like	440	392	464.994	530	450.978	371.234	120	161.477	157.443	624.856	611.222	496.689	369.557	681.954	511.347	443.318	357	445.204	579.196	604.546	626.47	491.007	410.56	463.446
FBgn0034634	CG10494	197.062	150.371	198.995	243.013	282.002	145.283	231.533	200.262	135.195	264.473	306.727	231.763	163.081	352.543	198.525	190.016	131.001	179.136	296.383	254.779	260.476	244.996	239.281	255.002
FBgn0034636	twz	240.355	268.029	351.052	329.008	332.199	263.267	93.061	145.053	152.013	458.538	486.157	383.925	226.288	683.647	301.128	299.787	213	280.167	523.842	548.588	572.725	422.988	448.001	477.228
FBgn0034638	CG10433	14053.832	12294.922	13664.768	18862.095	15335.311	9149.299	2293.298	4247.456	3315.364	10145.893	7303.058	9635.978	15404.588	15402.76	20525.451	17367.934	12558.407	15786.675	15016.039	16935.898	13710.38	15511.708	15703.202	10980.13
FBgn0034639	CG15673	386.004	465.652	604.489	491.044	538.787	447.158	140.007	218.035	186.965	568	473.119	675.595	296	958.342	431.998	284.038	355	359.717	670.845	778.34	430.771	603.564	494.391	569.964
FBgn0034641	mahj	1694.352	1452.674	1752.959	1747.243	1642.221	1546.911	391.278	666.951	613.194	1829.042	1666.412	1736.691	1285.047	2060.884	1973.67	1588.776	1904.519	1894.383	2459.157	2490.911	2336.103	1753.484	2024.452	1648.909
FBgn0034642	CG15674	32.312	20.382	37.873	30.681	38.8	29.999	22.175	19.695	24.222	36.968	60.64	50.935	18.778	49.471	24.435	21.087	20.847	25.189	28.262	52.813	38.636	39.681	36.33	47.496
FBgn0034643	CG10321	2062.508	2069.089	2729.196	2570	2544.787	1921.574	607.09	1078.659	1023.255	2607.085	2977.968	2496.169	1662.525	3303.627	2138.078	1950.219	1601.866	1781.662	3011.216	2703.576	2757.409	2499.654	2913.999	2292.588
FBgn0034644	Ip6k	6476.621	5749.421	7601.422	8840.45	8607.31	5259.53	2129.272	2723.867	2793.304	8258.438	8800.208	8153.481	6364.113	7968.292	5956.508	7550.363	3794.174	4649.3	7144.625	7233.837	7939.308	6846.405	8758.203	6762.063
FBgn0034645	ND-B12	1097.995	836.002	1162.178	1080.109	1024	711.001	189	267.989	279	894.001	891.135	898.012	919.056	1275	1251.154	1084.655	644.001	1132	1143.74	1145.026	1141.048	1132.7	1216.984	858.005
FBgn0034646	Rae1	321.023	227	359.831	375.999	303.079	238.734	96	147.298	160.002	369.001	414.432	361	260	543.726	349	318.105	290.787	361.346	401.426	433	414	403.132	450	336
FBgn0034647	pirk	514.395	562.53	733.07	531.643	1175.094	1117.186	173.97	534.092	246.124	707.744	1358.391	1062.559	355.262	839.265	876.003	1519.837	195.828	366.57	669.844	669.797	701.203	486.99	737.762	432.604
FBgn0034649	PIG-M	0	0	516.187	1077.81	331.749	962.652	172.642	251.266	690	259.933	420.425	359.246	0	456.514	1018.101	0	0	0	1123.087	0	519.379	0	740.312	393.541
FBgn0034650	NC2alpha	341.621	257.011	338.078	338	339.256	292	76.372	118	119.629	321.617	335.865	312	292	424.935	349.08	220.032	241.15	343.005	375	386.921	437	329.021	435	273.983
FBgn0034651	CG15676	3.002	8.027	6	7	7.076	7.005	1.086	6.012	8.01	10.185	18.181	8	5	3.935	11.01	5.01	7	6	13	10	7.988	10	7	6
FBgn0034654	eIF3k	2008.8	1579.732	2185.319	2209	1980.995	1553	360.683	594.993	586.91	1737.83	1678.444	1690.794	2548.965	2730.84	3018.534	2732.78	2152.994	2892	2417.079	2220.225	2231.746	2002.267	2297	1882
FBgn0034655	CG10307	169.244	173.421	214	196.076	186.051	124.762	41.175	52.004	60	208.989	272.149	166.812	193.001	448.676	304.994	238.116	178	217.482	376.022	354.439	314.972	358.142	332	263.003
FBgn0034657	LBR	424.016	393.049	561.541	444	488.587	403.683	125.901	251.912	207.142	556.227	543.138	477.343	398.077	658.871	514.809	305.684	274.084	448	557.716	678.358	516.501	492.559	433.482	390.163
FBgn0034658	Grx1t	4	5.06	9.323	2	5	11	4	3.537	9	2.981	15.992	8.046	6	8.515	13.007	8	5.981	2.99	14	23	5.996	11.999	8.995	7
FBgn0034659	CG4021	4.989	4.052	6.536	4.487	5.394	2.593	6.737	5.54	1.116	4.763	5.918	9.334	3.468	5.879	7.538	14.736	4	0	5.374	11.155	4.308	2.303	1.039	0
FBgn0034660	Loxl2	33.004	57.088	46.007	80.017	78.18	37.834	17.541	34.471	18.415	45.111	83.344	85.198	91	194.811	108.011	92.998	19.444	91.996	115.691	87.048	65.058	64.025	51.012	64.206
FBgn0034661	tpr	8.981	16.741	4	16.706	11.186	10.348	8.455	9.001	16.997	4	18.999	6	13	12.991	12	7	19	6	12.158	9.182	5.025	9.985	4.006	6.003
FBgn0034662	CG13492	68.225	71.919	80.104	63.356	86.817	83.838	215.419	336.247	162.01	61.241	576.283	77.402	85.983	96.621	89.038	74.293	836.814	105.176	133.324	148.569	218.849	95.49	76.258	65.76
FBgn0034663	CG4363	5.059	2.057	2	0	8.04	8.4	4	6.995	3.091	2	7.026	5.494	3	5	5.091	3.019	6.141	3.002	5	4.003	3.019	4.012	2	4
FBgn0034664	CG4377	39.997	30	56.088	16	34	34	4.996	11	14.002	68	56.002	44	14	17.999	33	28.452	24	7	42	36.006	57	45.207	9.981	26
FBgn0034665	CG4372	10.946	10.867	16.814	17.837	18.784	20.188	6.183	6.004	13.914	22.622	28.614	26.283	15.044	19.668	14.733	15.938	14.946	17.001	23.553	31.792	16.596	16.672	12.831	16.654
FBgn0034666	CG9294	8.094	10.011	9	5.102	9.415	11.011	2.534	6.001	7.081	16	11.007	15.025	7.206	8.587	4.032	8.326	7.002	3	14.302	8.216	5.001	7.046	5.951	8.002
FBgn0034667	comr	12	18.103	12.997	6.989	13.98	6.497	6	12.241	18	13.486	21.066	18	15	15	24.449	7.544	6.377	9.799	32.516	20.444	16	21.128	8.079	12.859
FBgn0034670	CG13488	5	11.014	5	9	6.484	4	1530.77	842.189	502.001	21.001	15.1	13	9.962	18	13.886	8	11	2	11.267	12.994	25.02	25.181	12	20.03
FBgn0034671	CG13494	5	12.13	13.281	1	8.104	0	3	21.171	4	6.996	15.358	5.15	4	2.387	4.062	3	4	3	3	10.991	4	6	0	4
FBgn0034674	CG9304	1099.972	948	1195.873	1341.637	1241.176	1070.154	244	593.002	430.128	1276.604	1092.262	1146.999	877.046	1499.38	1274.062	1081.847	715.912	1094.752	1243.673	1383.567	1186.586	1112.859	1251.206	882
FBgn0034681	CG9308	41	33	63.096	30	34	36	7.663	15.831	10	38	60.44	46	18.994	40	20	23	22.999	30.98	59.998	37	50	36.882	49	53.019
FBgn0034683	CG13500	235.102	215.741	310.009	185.948	210.313	161.138	108.848	135.781	175.609	229.94	145.194	139.988	200.37	234.138	289.649	100.081	104.741	160.001	204.023	286.388	113	231.452	167.034	158.786
FBgn0034684	CG13501	7.002	4.95	8.031	7.951	22.2	39.469	3	6.304	4.007	8.148	19.348	9.764	6	16.751	15.002	22.991	21.177	11	9.002	22.284	11.017	12.072	4.014	6
FBgn0034687	CG11475	130	112.014	203.629	140	134	117	34.207	50.003	52.996	142.215	168.478	148.004	89.67	129.038	108.636	98	62.079	96.984	127.301	127.794	127.691	145.217	151.99	115
FBgn0034688	CG11474	2933.845	2078.505	2748.777	2787.301	2438.219	3563.555	665.167	881.394	797.037	3310.775	1978.688	2256.599	2467.882	2354.705	3174.436	2582.011	2745.316	2865.729	2225.934	2157.202	2360.799	2164.433	2950.694	3387.867
FBgn0034689	CG2921	624	636.111	781.832	745	697.993	568	190.979	244.28	258.437	804	903.851	746.779	457.452	1064.811	671.615	541.206	525	558.894	970.697	871.425	897.043	704.047	572.434	703
FBgn0034691	Synj	5309.95	4925.662	7650.08	7057.236	6746.613	4935.522	1673.729	2982.409	2993.764	8759.17	9335.075	7746.227	3679.128	8373.607	4436.483	4334.439	3557.308	3832.674	6990.795	6675.26	6863.449	6249.423	8196.72	6146.178
FBgn0034692	CG13502	43.989	36.057	41.325	26	49.429	33.642	45.165	49.32	63.915	50.293	84.993	33.08	30.069	61.248	49.943	38.903	57.053	59.343	57.143	72.408	54.024	46.18	60.138	39.654
